id,key,value,type 
10739627,name_type,Rd,tiger
10739627,reviewed,no,tiger
10739662,highway,residential,regular
10739662,name,Red Mountain Road,regular
10739662,cfcc,A41,tiger
10739662,county,"Ventura, CA",tiger
10739662,name_base,Red Mountain,tiger
10739662,name_type,Rd,tiger
10739662,reviewed,no,tiger
10739662,separated,no,tiger
10739662,source,tiger_import_dch_v0.6_20070809,tiger
10739662,tlid,110119631,tiger
10739693,highway,residential,regular
10739693,name,Calle Miguel,regular
10739693,cfcc,A41,tiger
10739693,county,"Ventura, CA",tiger
10739693,name_base,Calle Miguel,tiger
10739693,reviewed,no,tiger
10739693,separated,no,tiger
10739693,source,tiger_import_dch_v0.6_20070809,tiger
10739693,tlid,110026920,tiger
10739693,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10739693,zip_left,93010,tiger
10739693,zip_right,93010,tiger
10739728,highway,residential,regular
10739728,name,Anacapa Street,regular
10739728,cfcc,A41,tiger
10739728,county,"Ventura, CA",tiger
10739728,name_base,Anacapa,tiger
10739728,name_type,St,tiger
10739728,reviewed,no,tiger
10739728,separated,no,tiger
10739728,source,tiger_import_dch_v0.6_20070809,tiger
10739728,tlid,110025851,tiger
10739764,highway,residential,regular
10739764,name,Cottonwood Avenue,regular
10739764,cfcc,A41,tiger
10739764,county,"Ventura, CA",tiger
10739764,name_base,Cottonwood,tiger
10739764,name_type,Ave,tiger
10739764,reviewed,no,tiger
10739764,separated,no,tiger
10739764,source,tiger_import_dch_v0.6_20070809,tiger
10739764,tlid,109983473,tiger
10739764,zip_left,93023,tiger
10739764,zip_right,93023,tiger
10739847,highway,residential,regular
10739847,name,Happy Camp Road,regular
10739847,cfcc,A41,tiger
10739847,county,"Ventura, CA",tiger
10739847,name_base,Happy Camp,tiger
10739847,name_type,Rd,tiger
10739847,reviewed,no,tiger
10739847,separated,no,tiger
10739847,source,tiger_import_dch_v0.6_20070809,tiger
10739847,tlid,110094874:110094875:110126822:110094825:110121735:110086514:110086512:110113946:110113947:109966352:110054176,tiger
10739847,zip_left,93021,tiger
10739847,zip_right,93021,tiger
10739883,highway,residential,regular
10739883,name,Jazmin Avenue,regular
10739883,cfcc,A41,tiger
10739883,county,"Ventura, CA",tiger
10739883,name_base,Jazmin,tiger
10739883,name_type,Ave,tiger
10739883,reviewed,no,tiger
10739883,separated,no,tiger
10739883,source,tiger_import_dch_v0.6_20070809,tiger
10739883,tlid,109957411:109957415:109957465,tiger
10739883,zip_left,93004,tiger
10739883,zip_right,93004,tiger
10739916,highway,residential,regular
10739916,name,Yeats Lane,regular
10739916,cfcc,A41,tiger
10739916,county,"Ventura, CA",tiger
10739916,name_base,Yeats,tiger
10739916,name_type,Ln,tiger
10739916,reviewed,no,tiger
10739916,separated,no,tiger
10739916,source,tiger_import_dch_v0.6_20070809,tiger
10739916,tlid,110026469,tiger
10739916,zip_left,93003,tiger
10739916,zip_right,93003,tiger
10739948,highway,residential,regular
10739948,name,Amapola Avenue,regular
10739948,cfcc,A41,tiger
10739948,county,"Ventura, CA",tiger
10739948,name_base,Amapola,tiger
10739948,name_type,Ave,tiger
10739948,reviewed,no,tiger
10739948,separated,no,tiger
10739948,source,tiger_import_dch_v0.6_20070809,tiger
10739948,tlid,109957629:110039333,tiger
10739948,zip_left,93004,tiger
10739948,zip_right,93004,tiger
10739980,highway,residential,regular
10739980,name,Via Fresco,regular
10739980,cfcc,A41,tiger
10739980,county,"Ventura, CA",tiger
10739980,name_base,Via Fresco,tiger
10739980,reviewed,no,tiger
10739980,separated,no,tiger
10739980,source,tiger_import_dch_v0.6_20070809,tiger
10739980,tlid,110038821:110038832:110038834:110038835,tiger
10739980,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10740011,highway,residential,regular
10740011,name,Henry Drive,regular
10740011,cfcc,A41,tiger
10740011,county,"Ventura, CA",tiger
10740011,name_base,Henry,tiger
10740011,name_type,Dr,tiger
10740011,reviewed,no,tiger
10740011,separated,no,tiger
10740011,source,tiger_import_dch_v0.6_20070809,tiger
10740011,tlid,110046932,tiger
10740011,zip_left,91320,tiger
10740011,zip_right,91320,tiger
10740042,highway,residential,regular
10740042,name,East Fork Trail,regular
10740042,cfcc,A41,tiger
10740042,county,"Ventura, CA",tiger
10740042,name_base,Fork,tiger
10740042,name_direction_prefix,E,tiger
10740042,name_type,Trl,tiger
10740042,reviewed,no,tiger
10740042,separated,no,tiger
10740042,source,tiger_import_dch_v0.6_20070809,tiger
10740042,tlid,110115039:110075031:110119155:110075126:110075128:110075022:110075023,tiger
10740076,access,private,regular
10740076,highway,residential,regular
10740076,name,F Avenue,regular
10740076,cfcc,A41,tiger
10740076,county,"Ventura, CA",tiger
10740076,name_base,F,tiger
10740076,name_type,Ave,tiger
10740076,reviewed,no,tiger
10740076,separated,no,tiger
10740076,source,tiger_import_dch_v0.6_20070809,tiger
10740076,tlid,109964341:109964350:110047912:110046423,tiger
10740138,highway,residential,regular
10740138,name,Sterling Avenue,regular
10740138,cfcc,A41,tiger
10740138,county,"Ventura, CA",tiger
10740138,name_base,Sterling,tiger
10740138,name_type,Ave,tiger
10740138,reviewed,no,tiger
10740138,zip_left,93004,tiger
10740178,highway,residential,regular
10740178,name,Corte de Tajo,regular
10740178,cfcc,A41,tiger
10740178,county,"Ventura, CA",tiger
10740178,name_base,Corte de Tajo,tiger
10740178,reviewed,no,tiger
10740178,separated,no,tiger
10740178,source,tiger_import_dch_v0.6_20070809,tiger
10740178,tlid,109975268,tiger
10740178,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10740178,zip_left,91360,tiger
10740178,zip_right,91360,tiger
10740218,highway,residential,regular
10740218,name,Canada de Alisos Road,regular
10740218,cfcc,A41,tiger
10740218,county,"Ventura, CA",tiger
10740218,name_base,Canada de Alisos,tiger
10740218,name_type,Rd,tiger
10740218,reviewed,no,tiger
10740218,separated,no,tiger
10740218,source,tiger_import_dch_v0.6_20070809,tiger
10740218,tlid,109982464,tiger
10740254,highway,residential,regular
10740254,name,Arapaho Way,regular
10740254,cfcc,A41,tiger
10740254,county,"Ventura, CA",tiger
10740254,name_base,Arapaho,tiger
10740254,name_type,Way,tiger
10740254,reviewed,no,tiger
10740254,separated,no,tiger
10740254,source,tiger_import_dch_v0.6_20070809,tiger
10740254,tlid,109977072,tiger
10740254,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10740254,zip_left,91362,tiger
10740254,zip_right,91362,tiger
10740287,highway,residential,regular
10740287,name,Guilford Circle,regular
10740287,cfcc,A41,tiger
10740287,county,"Ventura, CA",tiger
10740287,name_base,Guilford,tiger
10740287,name_type,Cir,tiger
10740287,reviewed,no,tiger
10740287,separated,no,tiger
10740287,source,tiger_import_dch_v0.6_20070809,tiger
10740287,tlid,109975187,tiger
10740287,zip_left,91360,tiger
10740287,zip_right,91360,tiger
10740320,highway,residential,regular
10740320,name,Akers Street,regular
10740320,cfcc,A41,tiger
10740320,county,"Ventura, CA",tiger
10740320,name_base,Akers,tiger
10740320,name_type,St,tiger
10740320,reviewed,no,tiger
10740320,separated,no,tiger
10740320,source,tiger_import_dch_v0.6_20070809,tiger
10740320,tlid,109989751,tiger
10740320,zip_left,93015,tiger
10740320,zip_right,93015,tiger
10740354,highway,residential,regular
10740354,name,Carob Street,regular
10740354,cfcc,A41,tiger
10740354,county,"Ventura, CA",tiger
10740354,name_base,Carob,tiger
10740354,name_type,St,tiger
10740354,reviewed,no,tiger
10740354,separated,no,tiger
10740354,source,tiger_import_dch_v0.6_20070809,tiger
10740354,tlid,109955538,tiger
10740354,zip_left,93035,tiger
10740354,zip_right,93035,tiger
10740388,highway,residential,regular
10740388,name,Almendro Way,regular
10740388,cfcc,A41,tiger
10740388,county,"Ventura, CA",tiger
10740388,name_base,Almendro,tiger
10740388,name_type,Way,tiger
10740388,reviewed,no,tiger
10740388,separated,no,tiger
10740388,source,tiger_import_dch_v0.6_20070809,tiger
10740388,tlid,109961004:109961007:109961021:110062366:110062367,tiger
10740388,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10740388,zip_left,93010,tiger
10740388,zip_right,93010,tiger
10740418,highway,residential,regular
10740418,name,Heath Meadow Court,regular
10740418,cfcc,A41,tiger
10740418,county,"Ventura, CA",tiger
10740418,name_base,Heath Meadow,tiger
10740418,name_type,Ct,tiger
10740418,reviewed,no,tiger
10740418,separated,no,tiger
10740418,source,tiger_import_dch_v0.6_20070809,tiger
10740418,tlid,110016619,tiger
10740418,zip_left,93065,tiger
10740418,zip_right,93065,tiger
10740448,access,private,regular
10740448,highway,residential,regular
10740448,name,Antigua Way,regular
10740448,cfcc,A41,tiger
10740448,county,"Ventura, CA",tiger
10740448,name_base,Antigua,tiger
10740448,name_type,Way,tiger
10740448,reviewed,no,tiger
10740448,separated,no,tiger
10740448,source,tiger_import_dch_v0.6_20070809,tiger
10740448,tlid,110077918:110088102:110088103,tiger
10740448,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10740448,zip_left,93035,tiger
10740448,zip_right,93035,tiger
10740479,highway,residential,regular
10740479,name,Indian Crest Circle,regular
10740479,cfcc,A41,tiger
10740479,county,"Ventura, CA",tiger
10740479,name_base,Indian Crest,tiger
10740479,name_type,Cir,tiger
10740479,reviewed,no,tiger
10740479,separated,no,tiger
10740479,source,tiger_import_dch_v0.6_20070809,tiger
10740479,tlid,110022917,tiger
10740479,zip_left,91362,tiger
10740479,zip_right,91362,tiger
10740519,highway,residential,regular
10740519,name,Arundell Road,regular
10740519,cfcc,A41,tiger
10740519,county,"Ventura, CA",tiger
10740519,name_base,Arundell,tiger
10740519,name_type,Rd,tiger
10740519,reviewed,no,tiger
10740519,separated,no,tiger
10740519,source,tiger_import_dch_v0.6_20070809,tiger
10740519,tlid,110056781:110106064,tiger
10740549,highway,residential,regular
10740549,name,Descanso Avenue,regular
10740549,cfcc,A41,tiger
10740549,county,"Ventura, CA",tiger
10740549,name_base,Descanso,tiger
10740549,name_type,Ave,tiger
10740549,reviewed,no,tiger
10740549,separated,no,tiger
10740549,source,tiger_import_dch_v0.6_20070809,tiger
10740549,tlid,109981706,tiger
10740585,highway,residential,regular
10740585,name,Jonquill Avenue,regular
10740585,source,usgs_imagery_2007_0.5ft,regular
10740585,cfcc,A41,tiger
10740585,county,"Ventura, CA",tiger
10740585,name_base,Jonquill,tiger
10740585,name_type,Ave,tiger
10740585,separated,no,tiger
10740585,source,tiger_import_dch_v0.6_20070809,tiger
10740585,tlid,110089240,tiger
10740625,access,private,regular
10740625,highway,service,regular
10740625,name,Strawberry Place,regular
10740625,cfcc,A74,tiger
10740625,county,"Ventura, CA",tiger
10740625,name_base,Strawberry,tiger
10740625,name_type,Pl,tiger
10740625,reviewed,no,tiger
10740625,source,tiger_import_dch_v0.6_20070809,tiger
10740625,tlid,110088177,tiger
10740672,highway,service,regular
10740672,name,Dunes Alley,regular
10740672,cfcc,A73,tiger
10740672,county,"Ventura, CA",tiger
10740672,name_base,Dunes,tiger
10740672,name_type,Aly,tiger
10740672,reviewed,no,tiger
10740672,source,tiger_import_dch_v0.6_20070809,tiger
10740672,tlid,109954657,tiger
10740672,zip_left,93035,tiger
10740672,zip_right,93035,tiger
10740709,highway,residential,regular
10740709,name,Sunkist Road,regular
10740709,cfcc,A41,tiger
10740709,county,"Ventura, CA",tiger
10740709,name_base,Sunkist,tiger
10740709,name_type,Rd,tiger
10740709,reviewed,no,tiger
10740709,separated,no,tiger
10740709,source,tiger_import_dch_v0.6_20070809,tiger
10740709,tlid,110056984:110010476:109965689,tiger
10740742,highway,residential,regular
10740742,name,Lawton Ranch Road,regular
10740742,cfcc,A41,tiger
10740742,county,"Ventura, CA",tiger
10740742,name_base,Lawton Ranch,tiger
10740742,name_type,Rd,tiger
10740742,reviewed,no,tiger
10740742,separated,no,tiger
10740742,source,tiger_import_dch_v0.6_20070809,tiger
10740742,tlid,109991723,tiger
10740775,highway,residential,regular
10740775,name,Lorenzo Drive,regular
10740775,cfcc,A41,tiger
10740775,county,"Ventura, CA",tiger
10740775,name_base,Lorenzo,tiger
10740775,name_type,Dr,tiger
10740775,reviewed,no,tiger
10740775,separated,no,tiger
10740775,source,tiger_import_dch_v0.6_20070809,tiger
10740775,tlid,110019626:110019628:110019629,tiger
10740775,zip_left,91377,tiger
10740775,zip_right,91377,tiger
10740821,highway,residential,regular
10740821,name,Via del Caballo,regular
10740821,cfcc,A41,tiger
10740821,county,"Ventura, CA",tiger
10740821,name_base,Via del Caballo,tiger
10740821,reviewed,no,tiger
10740821,separated,no,tiger
10740821,source,tiger_import_dch_v0.6_20070809,tiger
10740821,tlid,110039862,tiger
10740821,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10740821,zip_left,91377,tiger
10740821,zip_right,91377,tiger
10740854,highway,residential,regular
10740854,name,Vanetta Street,regular
10740854,cfcc,A41,tiger
10740854,county,"Ventura, CA",tiger
10740854,name_base,Vanetta,tiger
10740854,name_type,St,tiger
10740854,reviewed,no,tiger
10740854,separated,no,tiger
10740854,source,tiger_import_dch_v0.6_20070809,tiger
10740854,tlid,110116922,tiger
10740854,zip_left,93033,tiger
10740854,zip_right,93033,tiger
10740888,highway,residential,regular
10740888,name,Montgomery Avenue,regular
10740888,cfcc,A41,tiger
10740888,county,"Ventura, CA",tiger
10740888,name_base,Montgomery,tiger
10740888,name_type,Ave,tiger
10740888,reviewed,no,tiger
10740888,separated,no,tiger
10740888,source,tiger_import_dch_v0.6_20070809,tiger
10740888,tlid,109957179,tiger
10740919,highway,residential,regular
10740919,name,Basolo Texico Road,regular
10740919,cfcc,A41,tiger
10740919,county,"Ventura, CA",tiger
10740919,name_base,Basolo Texico,tiger
10740919,name_type,Rd,tiger
10740919,reviewed,no,tiger
10740919,separated,no,tiger
10740919,source,tiger_import_dch_v0.6_20070809,tiger
10740919,tlid,110076606:110076607,tiger
10740952,highway,residential,regular
10740952,name,Gary Court,regular
10740952,cfcc,A41,tiger
10740952,county,"Ventura, CA",tiger
10740952,name_base,Gary,tiger
10740952,name_type,Ct,tiger
10740952,reviewed,no,tiger
10740952,separated,no,tiger
10740952,source,tiger_import_dch_v0.6_20070809,tiger
10740952,tlid,109979356,tiger
10740952,zip_left,93063,tiger
10740952,zip_right,93063,tiger
10740989,access,private,regular
10740989,highway,service,regular
10740989,name,Seaview Drive,regular
10740989,cfcc,A74,tiger
10740989,county,"Ventura, CA",tiger
10740989,name_base,Seaview,tiger
10740989,name_type,Dr,tiger
10740989,reviewed,no,tiger
10740989,source,tiger_import_dch_v0.6_20070809,tiger
10740989,tlid,109954578,tiger
10741034,highway,residential,regular
10741034,name,Essex Way,regular
10741034,cfcc,A41,tiger
10741034,county,"Ventura, CA",tiger
10741034,name_base,Essex,tiger
10741034,name_type,Way,tiger
10741034,separated,no,tiger
10741034,source,tiger_import_dch_v0.6_20070809,tiger
10741034,tlid,109976578,tiger
10741034,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10741034,zip_left,91360,tiger
10741034,zip_right,91360,tiger
10741083,highway,residential,regular
10741083,name,Westham Circle,regular
10741083,cfcc,A41,tiger
10741083,county,"Ventura, CA",tiger
10741083,name_base,Westham,tiger
10741083,name_type,Cir,tiger
10741083,reviewed,no,tiger
10741083,separated,no,tiger
10741083,source,tiger_import_dch_v0.6_20070809,tiger
10741083,tlid,110021609,tiger
10741083,zip_left,91362,tiger
10741083,zip_right,91362,tiger
10741114,highway,residential,regular
10741114,name,Calle Lozano,regular
10741114,cfcc,A41,tiger
10741114,county,"Ventura, CA",tiger
10741114,name_base,Calle Lozano,tiger
10741114,reviewed,no,tiger
10741114,separated,no,tiger
10741114,source,tiger_import_dch_v0.6_20070809,tiger
10741114,tlid,110062420:110062421:109961455:110062410:110062411,tiger
10741114,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10741114,zip_left,93012,tiger
10741114,zip_right,93012,tiger
10741155,highway,residential,regular
10741155,name,Rose Lane,regular
10741155,cfcc,A41,tiger
10741155,county,"Ventura, CA",tiger
10741155,name_base,Rose,tiger
10741155,reviewed,no,tiger
10741188,highway,residential,regular
10741188,name,Hickory Drive,regular
10741188,cfcc,A41,tiger
10741188,county,"Ventura, CA",tiger
10741188,name_base,Hickory,tiger
10741188,name_type,Dr,tiger
10741188,reviewed,no,tiger
10741188,separated,no,tiger
10741188,source,tiger_import_dch_v0.6_20070809,tiger
10741188,tlid,110015218,tiger
10741222,highway,residential,regular
10741222,name,Pinkerton Road,regular
10741222,cfcc,A41,tiger
10741222,county,"Ventura, CA",tiger
10741222,name_base,Pinkerton,tiger
10741222,name_type,Rd,tiger
10741222,reviewed,no,tiger
10741222,separated,no,tiger
10741222,source,tiger_import_dch_v0.6_20070809,tiger
10741222,tlid,110023296,tiger
10741222,zip_left,93060,tiger
10741222,zip_right,93060,tiger
10741253,highway,residential,regular
10741253,name,North Holbrook Avenue,regular
10741253,cfcc,A41,tiger
10741253,county,"Ventura, CA",tiger
10741253,name_base,Holbrook,tiger
10741253,name_direction_prefix,N,tiger
10741253,name_type,Ave,tiger
10741253,reviewed,no,tiger
10741253,separated,no,tiger
10741253,source,tiger_import_dch_v0.6_20070809,tiger
10741253,tlid,110013079,tiger
10741253,zip_left,93065,tiger
10741253,zip_right,93065,tiger
10741284,highway,residential,regular
10741284,name,Plum Street,regular
10741284,cfcc,A41,tiger
10741284,county,"Ventura, CA",tiger
10741284,name_base,Plum,tiger
10741284,name_type,St,tiger
10741284,reviewed,no,tiger
10741284,separated,no,tiger
10741284,source,tiger_import_dch_v0.6_20070809,tiger
10741284,tlid,110020385:110020386,tiger
10741284,zip_left,93004,tiger
10741284,zip_right,93004,tiger
10741314,highway,residential,regular
10741314,name,Corte Corrida,regular
10741314,cfcc,A41,tiger
10741314,county,"Ventura, CA",tiger
10741314,name_base,Corte Corrida,tiger
10741314,reviewed,no,tiger
10741314,separated,no,tiger
10741314,source,tiger_import_dch_v0.6_20070809,tiger
10741314,tlid,110016465,tiger
10741314,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10741314,zip_left,93010,tiger
10741314,zip_right,93010,tiger
10741354,highway,residential,regular
10741354,name,Fuel Break Road,regular
10741354,cfcc,A41,tiger
10741354,county,"Ventura, CA",tiger
10741354,name_base,Fuel Break,tiger
10741354,name_type,Rd,tiger
10741354,reviewed,no,tiger
10741354,separated,no,tiger
10741354,source,tiger_import_dch_v0.6_20070809,tiger
10741354,tlid,110073970:109985269:109985621:109985270,tiger
10741384,highway,residential,regular
10741384,name,North Muirfield Avenue,regular
10741384,cfcc,A41,tiger
10741384,county,"Ventura, CA",tiger
10741384,name_base,Muirfield,tiger
10741384,name_direction_prefix,N,tiger
10741384,name_type,Ave,tiger
10741384,reviewed,no,tiger
10741384,separated,no,tiger
10741384,source,tiger_import_dch_v0.6_20070809,tiger
10741384,tlid,109970878:109970879:109970900:109970902:110044539:110048189,tiger
10741384,zip_left,93065,tiger
10741384,zip_right,93065,tiger
10741416,highway,residential,regular
10741416,name,Roseland Avenue,regular
10741416,cfcc,A41,tiger
10741416,county,"Ventura, CA",tiger
10741416,name_base,Roseland,tiger
10741416,name_type,Ave,tiger
10741416,reviewed,no,tiger
10741416,separated,no,tiger
10741416,source,tiger_import_dch_v0.6_20070809,tiger
10741416,tlid,110094332:110094333:110086118,tiger
10741416,zip_left,93021,tiger
10741416,zip_right,93021,tiger
10741463,highway,residential,regular
10741463,name,Devereaux Street,regular
10741463,cfcc,A41,tiger
10741463,county,"Ventura, CA",tiger
10741463,name_base,Devereaux,tiger
10741463,name_type,St,tiger
10741463,reviewed,no,tiger
10741463,separated,no,tiger
10741463,source,tiger_import_dch_v0.6_20070809,tiger
10741463,tlid,110072732,tiger
10741497,highway,residential,regular
10741497,name,Meadowbluff Court,regular
10741497,cfcc,A41,tiger
10741497,county,"Ventura, CA",tiger
10741497,name_base,Meadowbluff,tiger
10741497,name_type,Ct,tiger
10741497,reviewed,no,tiger
10741497,separated,no,tiger
10741497,source,tiger_import_dch_v0.6_20070809,tiger
10741497,tlid,109961449,tiger
10741497,zip_left,93012,tiger
10741497,zip_right,93012,tiger
10741535,highway,residential,regular
10741535,name,Clinton Creek,regular
10741535,cfcc,A41,tiger
10741535,county,"Ventura, CA",tiger
10741535,name_base,Clinton Creek,tiger
10741535,reviewed,no,tiger
10741535,separated,no,tiger
10741535,source,tiger_import_dch_v0.6_20070809,tiger
10741535,tlid,110088147,tiger
10741535,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10741588,highway,residential,regular
10741588,name,Avalon Street,regular
10741588,cfcc,A41,tiger
10741588,county,"Ventura, CA",tiger
10741588,name_base,Avalon,tiger
10741588,name_type,St,tiger
10741588,reviewed,no,tiger
10741588,separated,no,tiger
10741588,source,tiger_import_dch_v0.6_20070809,tiger
10741588,tlid,109957479,tiger
10741588,zip_left,93004,tiger
10741588,zip_right,93004,tiger
10741642,highway,residential,regular
10741642,name,Lily Court,regular
10741642,cfcc,A41,tiger
10741642,county,"Ventura, CA",tiger
10741642,name_base,Lily,tiger
10741642,name_type,Ct,tiger
10741642,reviewed,no,tiger
10741642,separated,no,tiger
10741642,source,tiger_import_dch_v0.6_20070809,tiger
10741642,tlid,109968261,tiger
10741642,zip_left,91320,tiger
10741642,zip_right,91320,tiger
10741675,highway,residential,regular
10741675,name,Clay Street,regular
10741675,cfcc,A41,tiger
10741675,county,"Ventura, CA",tiger
10741675,name_base,Clay,tiger
10741675,name_type,St,tiger
10741675,reviewed,no,tiger
10741675,separated,no,tiger
10741675,source,tiger_import_dch_v0.6_20070809,tiger
10741675,tlid,110096006,tiger
10741729,highway,residential,regular
10741729,name,Country Valley Road,regular
10741729,cfcc,A41,tiger
10741729,county,"Ventura, CA",tiger
10741729,name_base,Country Valley,tiger
10741729,name_type,Rd,tiger
10741729,reviewed,no,tiger
10741729,separated,no,tiger
10741729,source,tiger_import_dch_v0.6_20070809,tiger
10741729,tlid,110071774:110071775,tiger
10741729,zip_left,91362,tiger
10741729,zip_right,91362,tiger
10741791,highway,residential,regular
10741791,name,Calle de Las Ovejas,regular
10741791,cfcc,A41,tiger
10741791,county,"Ventura, CA",tiger
10741791,name_base,Calle de Las Ovejas,tiger
10741791,reviewed,no,tiger
10741791,separated,no,tiger
10741791,source,tiger_import_dch_v0.6_20070809,tiger
10741791,tlid,110039839,tiger
10741791,upload_uuid,bulk_upload.pl-7f3e6160-db61-48f6-8313-8097e4d32dcb,tiger
10741791,zip_left,91377,tiger
10741791,zip_right,91377,tiger
10741829,highway,residential,regular
10741829,name,La Brea Drive,regular
10741829,cfcc,A41,tiger
10741829,county,"Ventura, CA",tiger
10741829,name_base,La Brea,tiger
10741829,name_type,Dr,tiger
10741829,separated,no,tiger
10741829,source,tiger_import_dch_v0.6_20070809,tiger
10741829,tlid,109976798,tiger
10741829,zip_left,91362,tiger
10741829,zip_right,91362,tiger
10741870,highway,residential,regular
10741870,name,Leighton Drive,regular
10741870,cfcc,A41,tiger
10741870,county,"Ventura, CA",tiger
10741870,name_base,Leighton,tiger
10741870,name_type,Dr,tiger
10741870,reviewed,no,tiger
10741870,separated,no,tiger
10741870,source,tiger_import_dch_v0.6_20070809,tiger
10741870,tlid,110024722:109950952,tiger
10741870,zip_left,93001,tiger
10741870,zip_right,93001,tiger
10741903,highway,residential,regular
10741903,name,Zinnia Court,regular
10741903,cfcc,A41,tiger
10741903,county,"Ventura, CA",tiger
10741903,name_base,Zinnia,tiger
10741903,name_type,Ct,tiger
10741903,reviewed,no,tiger
10741903,separated,no,tiger
10741903,source,tiger_import_dch_v0.6_20070809,tiger
10741903,tlid,109966225,tiger
10741903,zip_left,91360,tiger
10741903,zip_right,91360,tiger
10741941,highway,residential,regular
10741941,name,Winding Lane,regular
10741941,cfcc,A41,tiger
10741941,county,"Ventura, CA",tiger
10741941,name_base,Winding,tiger
10741941,name_type,Ln,tiger
10741941,reviewed,no,tiger
10741941,separated,no,tiger
10741941,source,tiger_import_dch_v0.6_20070809,tiger
10741941,tlid,110121369:109977778:109977784,tiger
10741941,zip_left,91361,tiger
10741941,zip_right,91361,tiger
10741974,highway,residential,regular
10741974,name,Carlisle Road,regular
10741974,cfcc,A41,tiger
10741974,county,"Ventura, CA",tiger
10741974,name_base,Carlisle,tiger
10741974,name_type,Rd,tiger
10741974,reviewed,no,tiger
10741974,separated,no,tiger
10741974,source,tiger_import_dch_v0.6_20070809,tiger
10741974,tlid,110071634:110071635,tiger
10741974,zip_left,91361,tiger
10741974,zip_right,91361,tiger
10742008,highway,residential,regular
10742008,name,Hamilton Street,regular
10742008,cfcc,A41,tiger
10742008,county,"Ventura, CA",tiger
10742008,name_base,Hamilton,tiger
10742008,name_type,St,tiger
10742008,reviewed,no,tiger
10742008,separated,no,tiger
10742008,source,tiger_import_dch_v0.6_20070809,tiger
10742008,tlid,109970881:109970882,tiger
10742008,zip_left,93065,tiger
10742008,zip_right,93065,tiger
10742041,highway,residential,regular
10742041,name,Harper Drive,regular
10742041,cfcc,A41,tiger
10742041,county,"Ventura, CA",tiger
10742041,name_base,Harper,tiger
10742041,name_type,Dr,tiger
10742041,reviewed,no,tiger
10742041,separated,no,tiger
10742041,source,tiger_import_dch_v0.6_20070809,tiger
10742041,tlid,109957769,tiger
10742073,access,private,regular
10742073,highway,service,regular
10742073,name,Canyon Road,regular
10742073,cfcc,A74,tiger
10742073,county,"Ventura, CA",tiger
10742073,name_base,Canyon,tiger
10742073,name_type,Rd,tiger
10742073,reviewed,no,tiger
10742073,source,tiger_import_dch_v0.6_20070809,tiger
10742073,tlid,110090224:110089432:110089154,tiger
10742104,highway,residential,regular
10742104,name,Davis Court,regular
10742104,cfcc,A41,tiger
10742104,county,"Ventura, CA",tiger
10742104,name_base,Davis,tiger
10742104,name_type,Ct,tiger
10742104,reviewed,no,tiger
10742104,separated,no,tiger
10742104,source,tiger_import_dch_v0.6_20070809,tiger
10742104,tlid,110037022,tiger
10742136,highway,residential,regular
10742136,name,North Donald Avenue,regular
10742136,cfcc,A41,tiger
10742136,county,"Ventura, CA",tiger
10742136,name_base,Donald,tiger
10742136,name_direction_prefix,N,tiger
10742136,name_type,Ave,tiger
10742136,reviewed,no,tiger
10742136,separated,no,tiger
10742136,source,tiger_import_dch_v0.6_20070809,tiger
10742136,tlid,109968708:110091320:109968449:109968451:109968463,tiger
10742136,zip_left,91320,tiger
10742136,zip_right,91320,tiger
10742190,highway,residential,regular
10742190,name,Grand Avenue,regular
10742190,cfcc,A41,tiger
10742190,county,"Ventura, CA",tiger
10742190,name_base,Grand,tiger
10742190,name_type,Ave,tiger
10742190,reviewed,no,tiger
10742190,separated,no,tiger
10742190,source,tiger_import_dch_v0.6_20070809,tiger
10742190,tlid,110055875,tiger
10742190,zip_left,93003,tiger
10742190,zip_right,93003,tiger
10742256,highway,residential,regular
10742256,name,Devon Court,regular
10742256,cfcc,A41,tiger
10742256,county,"Ventura, CA",tiger
10742256,name_base,Devon,tiger
10742256,name_type,Ct,tiger
10742256,reviewed,no,tiger
10742256,separated,no,tiger
10742256,source,tiger_import_dch_v0.6_20070809,tiger
10742256,tlid,110022701,tiger
10742256,zip_left,93065,tiger
10742256,zip_right,93065,tiger
10742319,bicycle,no,regular
10742319,foot,yes,regular
10742319,highway,path,regular
10742319,horse,no,regular
10742319,name,Old Boney Trail,regular
